GENDER,AGE,EMPLOYMENT,STATE,REGION,EDUCATION,QA_M1,QA_M2,QA_M3,QA_M4,QA_M5,QA_M6,QA_M7,QA_M8,QB,QC,QD,Q1,Q2,Q3,Q4,Q5_M1,Q5_M2,Q5_M3,Q5_M4,Q5_M5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14_M1,Q14_M2,Q14_M3,Q14_M4,Q14_M5,Q15,QE,QF,QG,QH,QI,QJ
Male,50,"	Work full-time ",Illinois,Midwest,"	Bachelor’s degree","Develop, maintain, and optimize data systems to make data available for analysis",Write tests to ensure that bad data is detected and acted upon in production,Write and test code,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Maintain the distributed systems that execute data pipelines,,,,Data Engineer,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Sometimes,20,15,Constantly playing catch up with stakeholder requests,Unreasonable requests from stakeholders,Fast pace of requests from stakeholders,,,Agree somewhat,Often,Sometimes,Somewhat likely,"Yes, once",Somewhat difficult,Somewhat effectively,Somewhat important,Difficulty communicating or engaging with other departments within company,Organization isn’t sure how to implement this,Lack of the right skills among employees,,,Agree somewhat,12,8,25,700,$50 Million to under $100 Million,Hospitality / restaurant / service industry
Male,49,"	Work full-time ",Massachusetts,Northeast,"	Bachelor’s degree",Put analytics into production,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Maintain data in ready-to-use formats,"Develop, maintain, and optimize data systems to make data available for analysis",Write tests to ensure that bad data is detected and acted upon in production,,,,ETL Developer,No,"We have not implemented DataOps into our processes, but have plans to",We are confident they won’t break,Rarely,5,10,Focusing too much on maintaining data pipelines and/or manual processes,Focusing too much time on finding and fixing errors,Unreasonable requests from stakeholders,,,Disagree somewhat,Rarely,Rarely,Somewhat likely,"No, never",Not very difficult,Very effectively,Very important,Organization isn’t sure how to implement this,We haven't budgeted or don't have the budget for this,Lack of the right skills among employees,,,Agree somewhat,9,12,19,1500,$50 Million to under $100 Million,Communications
Female,29,"	Work full-time ",Connecticut,Northeast,"	Bachelor’s degree","Develop, maintain, and optimize data systems to make data available for analysis",Write and test code,Maintain data in ready-to-use formats,,,,,,Data Engineer,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,30,40,Constantly playing catch up with stakeholder requests,Focusing too much time on finding and fixing errors,Fast pace of requests from stakeholders,,,Agree strongly,Rarely,Sometimes,Somewhat likely,"Yes, once",Not very difficult,Somewhat effectively,Somewhat important,Difficulty communicating or engaging with other departments within company,Too busy to make it a priority,Organization isn’t sure how to implement this,,,Agree somewhat,3,2,56,290,$10 Million to under $25 Million,Education
Female,27,"	Work full-time ",Maine,Northeast,"	Bachelor’s degree",Maintain the distributed systems that execute data pipelines,Write tests to ensure that bad data is detected and acted upon in production,Write and test code,,,,,,Data Engineer,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,40,50,Lack of feedback on the products delivered,Unreasonable requests from stakeholders,Constantly playing catch up with stakeholder requests,,,Disagree somewhat,Sometimes,Sometimes,Somewhat likely,"Yes, multiple times",Somewhat difficult,Very effectively,Somewhat important,Scale of incorporating DataOps is too large,Too busy to make it a priority,Organization isn’t sure how to implement this,Difficulty communicating or engaging with other departments within company,,Agree somewhat,2,1,24,210,$10 Million to under $25 Million,Construction
Male,40,"	Work full-time ",Ohio,Midwest,"	Bachelor’s degree",Write and test code,"Develop, maintain, and optimize data systems to make data available for analysis",Ensure that the data architecture will scale appropriately,Maintain data in ready-to-use formats,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,,,,Data Architect,No,"We have not implemented DataOps into our processes, but have plans to",We are confident they won’t break,Often,20,15,Focusing too much on maintaining data pipelines and/or manual processes,Unreasonable requests from stakeholders,Fast pace of requests from stakeholders,,,Agree somewhat,Often,Sometimes,Somewhat likely,"Yes, once",Somewhat difficult,Somewhat effectively,Somewhat important,Difficulty communicating or engaging with other departments within company,Lack of buy-in from company leadership or other stakeholders,We haven't budgeted or don't have the budget for this,,,Agree somewhat,15,6,12,1500,$100 Million to under $250 Million,Energy
Male,50,"	Work full-time ",Mississippi,South,"	Bachelor’s degree",Create data pipelines,Put analytics into production,Write tests to ensure that bad data is detected and acted upon in production,Maintain the distributed systems that execute data pipelines,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,,,,Big Data Engineer,No,We have partially implemented DataOps into our company’s data processes,We are confident they won’t break,Never,5,5,Focusing too much time on finding and fixing errors,Fast pace of requests from stakeholders,Lack of feedback on the products delivered,,,Disagree somewhat,Sometimes,Rarely,Not very likely,"No, never",Not very difficult,Very effectively,Not very important,Lack of knowledge around what DataOps is,We haven't budgeted or don't have the budget for this,Scale of incorporating DataOps is too large,Too busy to make it a priority,,Agree somewhat,9,14,20,1800,$100 Million to under $250 Million,Manufacturing
Female,23,"	Work full-time ",Utah,West,"	Bachelor’s degree","Develop, maintain, and optimize data systems to make data available for analysis",Ensure that the data architecture will scale appropriately,Create data pipelines,Write and test code,,,,,ETL Developer,No,We have partially implemented DataOps into our company’s data processes,We are confident they won’t break,Sometimes,35,40,Constantly playing catch up with stakeholder requests,Focusing too much time on finding and fixing errors,Lack of feedback on the products delivered,,,Agree strongly,Often,All the time,Somewhat likely,"Yes, once",Not at all difficult,Somewhat effectively,Somewhat important,Lack of the right skills among employees,Organization isn’t sure how to implement this,Lack of buy-in from company leadership or other stakeholders,Scale of incorporating DataOps is too large,,Agree somewhat,1,1,33,320,$10 Million to under $25 Million,Entertainment
Male,37,"	Work full-time ",Texas,South,"	Bachelor’s degree",Ensure that the data architecture will scale appropriately,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write tests to ensure that bad data is detected and acted upon in production,Write and test code,Maintain data in ready-to-use formats,"Develop, maintain, and optimize data systems to make data available for analysis",Create data pipelines,,ETL Developer,No,"We have not implemented DataOps into our processes, but have plans to",We frequently hope and pray that things don’t break,Often,30,30,Focusing too much time on finding and fixing errors,Fast pace of requests from stakeholders,Constantly playing catch up with stakeholder requests,,,Agree somewhat,Sometimes,Sometimes,Somewhat likely,"No, never",Somewhat difficult,Not very effectively,Very important,Lack of knowledge around what DataOps is,We haven't budgeted or don't have the budget for this,Scale of incorporating DataOps is too large,,,Agree somewhat,12,4,30,180,$25 Million to under $50 Million,Automotive
Female,29,"	Work full-time ",Washington,West,"	Bachelor’s degree",Ensure that the data architecture will scale appropriately,Create data pipelines,Maintain the distributed systems that execute data pipelines,Write and test code,,,,,Data Engineer,No,We have partially implemented DataOps into our company’s data processes,We are confident they won’t break,Rarely,20,25,Lack of feedback on the products delivered,Focusing too much time on finding and fixing errors,Fast pace of requests from stakeholders,,,Agree strongly,Often,Sometimes,Somewhat likely,"Yes, multiple times",Somewhat difficult,Somewhat effectively,Essential,Lack of the right skills among employees,Too busy to make it a priority,Lack of buy-in from company leadership or other stakeholders,,,Agree somewhat,4,3,42,360,$10 Million to under $25 Million,Manufacturing
Male,43,"	Work full-time ",Washington,West,"	Graduate or post-graduate work",Write tests to ensure that bad data is detected and acted upon in production,Write and test code,Put analytics into production,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Create data pipelines,"Develop, maintain, and optimize data systems to make data available for analysis",,,Data Management Lead,Yes,We have partially implemented DataOps into our company’s data processes,We are confident they won’t break,Sometimes,20,5,Unreasonable requests from stakeholders,Focusing too much on maintaining data pipelines and/or manual processes,Fast pace of requests from stakeholders,,,Agree somewhat,Sometimes,Sometimes,Not very likely,"Yes, multiple times",Somewhat difficult,Not very effectively,Somewhat important,Lack of knowledge around what DataOps is,Difficulty communicating or engaging with other departments within company,Organization isn’t sure how to implement this,,,Agree somewhat,9,4,35,1250,$100 Million to under $250 Million,Healthcare / medicine / pharmaceuticals
Female,32,"	Work full-time ",Wyoming,West,"	Bachelor’s degree","Develop, maintain, and optimize data systems to make data available for analysis",Write tests to ensure that bad data is detected and acted upon in production,Maintain the distributed systems that execute data pipelines,Write and test code,,,,,ETL Developer,No,We have partially implemented DataOps into our company’s data processes,We are confident they won’t break,All the time,50,40,Lack of feedback on the products delivered,Unreasonable requests from stakeholders,Focusing too much time on finding and fixing errors,,,Agree strongly,Often,Often,Somewhat likely,"Yes, once",Not very difficult,Somewhat effectively,Very important,Lack of knowledge around what DataOps is,Organization isn’t sure how to implement this,Lack of the right skills among employees,,,Agree somewhat,10,6,39,440,$25 Million to under $50 Million,Hospitality / restaurant / service industry
Female,36,"	Work full-time ",Hawaii,West,"	Bachelor’s degree",Write tests to ensure that bad data is detected and acted upon in production,Write and test code,Ensure that the data architecture will scale appropriately,Maintain data in ready-to-use formats,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,,,,Data Engineer,No,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,35,50,Focusing too much on maintaining data pipelines and/or manual processes,Unreasonable requests from stakeholders,Fast pace of requests from stakeholders,,,Agree strongly,Often,Often,Very likely,"Yes, multiple times",Somewhat difficult,Somewhat effectively,Very important,,,,,,Agree strongly,9,6,38,525,$25 Million to under $50 Million,Science / engineering
Female,35,"	Work full-time ",California,West,"	Bachelor’s degree",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Ensure that the data architecture will scale appropriately,"Develop, maintain, and optimize data systems to make data available for analysis",Maintain the distributed systems that execute data pipelines,Write and test code,,,,Data Engineer,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Sometimes,15,10,Focusing too much time on finding and fixing errors,Unreasonable requests from stakeholders,Constantly playing catch up with stakeholder requests,,,Agree somewhat,Often,Sometimes,Somewhat likely,"Yes, once",Somewhat difficult,Not very effectively,Very important,Difficulty communicating or engaging with other departments within company,Scale of incorporating DataOps is too large,Lack of buy-in from company leadership or other stakeholders,,,Agree somewhat,8,4,4,25,$10 Million to under $25 Million,Information technology (IT) / software
Male,48,"	Work full-time ",Delaware,South,"	Bachelor’s degree",Maintain the distributed systems that execute data pipelines,Ensure that the data architecture will scale appropriately,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write tests to ensure that bad data is detected and acted upon in production,Create data pipelines,Put analytics into production,,,Enterprise Analytics Lead,No,"We have not implemented DataOps into our processes, but have plans to",We frequently hope and pray that things don’t break,Rarely,5,10,Unreasonable requests from stakeholders,Constantly playing catch up with stakeholder requests,Focusing too much time on finding and fixing errors,Focusing too much on maintaining data pipelines and/or manual processes,,Disagree somewhat,Rarely,Never,Not very likely,"No, never",Not very difficult,Very effectively,Somewhat important,Too busy to make it a priority,Scale of incorporating DataOps is too large,Lack of buy-in from company leadership or other stakeholders,,,Agree somewhat,9,12,18,1900,$250 Million to under $500 Million,Energy
Male,38,"	Work full-time ",Michigan,Midwest,"	Bachelor’s degree",Maintain the distributed systems that execute data pipelines,Put analytics into production,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write tests to ensure that bad data is detected and acted upon in production,Write and test code,,,,Big Data Engineer,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,15,10,Lack of feedback on the products delivered,Unreasonable requests from stakeholders,Fast pace of requests from stakeholders,,,Agree somewhat,Often,Sometimes,Somewhat likely,"Yes, once",Somewhat difficult,Somewhat effectively,Somewhat important,Lack of buy-in from company leadership or other stakeholders,We haven't budgeted or don't have the budget for this,Organization isn’t sure how to implement this,,,Agree somewhat,11,5,15,150,$25 Million to under $50 Million,Manufacturing
Male,40,"	Work full-time ",Mississippi,South,"	Bachelor’s degree","Develop, maintain, and optimize data systems to make data available for analysis",Maintain data in ready-to-use formats,Put analytics into production,Create data pipelines,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write tests to ensure that bad data is detected and acted upon in production,,,Big Data Engineer,No,"We have not implemented DataOps into our processes, but have plans to",We frequently hope and pray that things don’t break,Sometimes,15,10,Unreasonable requests from stakeholders,Focusing too much time on finding and fixing errors,Fast pace of requests from stakeholders,,,Agree somewhat,Often,Sometimes,Not very likely,"Yes, once",Not very difficult,Not very effectively,Somewhat important,Scale of incorporating DataOps is too large,We haven't budgeted or don't have the budget for this,Lack of buy-in from company leadership or other stakeholders,Difficulty communicating or engaging with other departments within company,,Agree somewhat,10,4,38,4000,$500 Million to under $1 Billion,Journalism / media / publishing
Female,54,"	Work full-time ",Rhode Island,Northeast,"	Bachelor’s degree",Write tests to ensure that bad data is detected and acted upon in production,Ensure that the data architecture will scale appropriately,"Develop, maintain, and optimize data systems to make data available for analysis",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,,,,,Data Management Lead,Yes,"We have not implemented DataOps into our processes, and have no plans to",We are confident they won’t break,Rarely,10,12,Fast pace of requests from stakeholders,Focusing too much time on finding and fixing errors,Unreasonable requests from stakeholders,,,Agree somewhat,Sometimes,Rarely,Not very likely,"Yes, once",Not very difficult,Very effectively,Not very important,Too busy to make it a priority,Lack of the right skills among employees,,,,Disagree strongly,11,11,15,700,$100 Million to under $250 Million,Manufacturing
Male,58,"	Work full-time ",Texas,South,"	Bachelor’s degree",Maintain the distributed systems that execute data pipelines,"Develop, maintain, and optimize data systems to make data available for analysis",Ensure that the data architecture will scale appropriately,Maintain data in ready-to-use formats,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,,,,Solutions Architect,No,"We have not implemented DataOps into our processes, but have plans to",We are confident they won’t break,Rarely,10,12,Focusing too much time on finding and fixing errors,Lack of feedback on the products delivered,Focusing too much on maintaining data pipelines and/or manual processes,,,Disagree somewhat,Rarely,Never,Not at all likely,"No, never",Somewhat difficult,Very effectively,Not very important,Lack of the right skills among employees,Lack of buy-in from company leadership or other stakeholders,Difficulty communicating or engaging with other departments within company,Scale of incorporating DataOps is too large,,Disagree somewhat,8,11,16,1800,$250 Million to under $500 Million,Construction
Male,55,"	Work full-time ",New Mexico,West,"	Associate degree",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write and test code,Maintain data in ready-to-use formats,Ensure that the data architecture will scale appropriately,Create data pipelines,"Develop, maintain, and optimize data systems to make data available for analysis",,,Data & Analytics Lead,No,"We have not implemented DataOps into our processes, and have no plans to",We frequently hope and pray that things don’t break,Never,15,15,Focusing too much time on finding and fixing errors,Focusing too much on maintaining data pipelines and/or manual processes,Lack of feedback on the products delivered,,,Disagree somewhat,Rarely,Rarely,Not very likely,"Yes, once",Somewhat difficult,Not very effectively,Somewhat important,Lack of buy-in from company leadership or other stakeholders,Lack of the right skills among employees,Too busy to make it a priority,,,Agree somewhat,12,15,21,2000,$500 Million to under $1 Billion,Energy
Female,28,"	Work full-time ",Oregon,West,"	Bachelor’s degree","Develop, maintain, and optimize data systems to make data available for analysis",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write and test code,Maintain data in ready-to-use formats,,,,,Solutions Architect,No,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,40,50,Lack of feedback on the products delivered,Unreasonable requests from stakeholders,Constantly playing catch up with stakeholder requests,,,Agree strongly,All the time,Often,Somewhat likely,"Yes, multiple times",Somewhat difficult,Very effectively,Very important,,,,,,Agree strongly,5,3,45,675,$50 Million to under $100 Million,Construction
Male,59,"	Work full-time ",Indiana,Midwest,"	Bachelor’s degree",Ensure that the data architecture will scale appropriately,"Develop, maintain, and optimize data systems to make data available for analysis",Put analytics into production,Write tests to ensure that bad data is detected and acted upon in production,,,,,Data & Analytics Lead,No,"We have not implemented DataOps into our processes, but have plans to",We are confident they won’t break,Rarely,10,12,I have never felt burnt out from my job,,,,,Disagree somewhat,Rarely,Sometimes,Not very likely,"Yes, once",Not at all difficult,Very effectively,Somewhat important,Difficulty communicating or engaging with other departments within company,Scale of incorporating DataOps is too large,Lack of knowledge around what DataOps is,Too busy to make it a priority,,Agree somewhat,7,18,23,900,$100 Million to under $250 Million,Hospitality / restaurant / service industry
Female,41,"	Work full-time ",Colorado,West,"	Bachelor’s degree",Create data pipelines,Maintain data in ready-to-use formats,Put analytics into production,Write and test code,Ensure that the data architecture will scale appropriately,,,,Data Engineer,No,We have partially implemented DataOps into our company’s data processes,We are confident they won’t break,All the time,50,30,Lack of feedback on the products delivered,Focusing too much on maintaining data pipelines and/or manual processes,Fast pace of requests from stakeholders,,,Agree somewhat,All the time,Sometimes,Somewhat likely,"Yes, multiple times",Somewhat difficult,Somewhat effectively,Very important,Too busy to make it a priority,Lack of the right skills among employees,Lack of knowledge around what DataOps is,Difficulty communicating or engaging with other departments within company,,Agree somewhat,10,7,65,800,$50 Million to under $100 Million,Wholesale
Male,50,"	Work full-time ",South Dakota,Midwest,"	Bachelor’s degree",Write and test code,Maintain the distributed systems that execute data pipelines,Create data pipelines,"Develop, maintain, and optimize data systems to make data available for analysis",Ensure that the data architecture will scale appropriately,,,,Enterprise Analytics Lead,No,"We have not implemented DataOps into our processes, but have plans to",We are confident they won’t break,Rarely,10,10,Focusing too much on maintaining data pipelines and/or manual processes,Unreasonable requests from stakeholders,Fast pace of requests from stakeholders,,,Disagree somewhat,Sometimes,Rarely,Somewhat likely,"Yes, once",Somewhat difficult,Very effectively,Somewhat important,Lack of the right skills among employees,Difficulty communicating or engaging with other departments within company,Too busy to make it a priority,Organization isn’t sure how to implement this,,Disagree somewhat,9,10,18,1000,$100 Million to under $250 Million,Consulting
Female,32,"	Work full-time ",Arizona,West,"	Bachelor’s degree",Write tests to ensure that bad data is detected and acted upon in production,Maintain the distributed systems that execute data pipelines,Write and test code,Ensure that the data architecture will scale appropriately,Maintain data in ready-to-use formats,,,,ETL Developer,No,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Sometimes,30,60,Focusing too much on maintaining data pipelines and/or manual processes,Focusing too much time on finding and fixing errors,Constantly playing catch up with stakeholder requests,,,Agree strongly,Rarely,Sometimes,Somewhat likely,"Yes, multiple times",Somewhat difficult,Somewhat effectively,Essential,,,,,,Disagree somewhat,9,8,55,450,$25 Million to under $50 Million,Education
Male,48,"	Work full-time ",Vermont,Northeast,"	Associate degree",Create data pipelines,Maintain data in ready-to-use formats,Ensure that the data architecture will scale appropriately,Maintain the distributed systems that execute data pipelines,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write and test code,,,Data Engineer,No,We have partially implemented DataOps into our company’s data processes,We are confident they won’t break,Rarely,5,10,I have never felt burnt out from my job,,,,,Disagree somewhat,Sometimes,Sometimes,Not very likely,"Yes, once",Not very difficult,Somewhat effectively,Very important,Lack of buy-in from company leadership or other stakeholders,Too busy to make it a priority,,,,Agree strongly,10,15,22,1300,$100 Million to under $250 Million,Manufacturing
Male,57,"	Work full-time ",South Carolina,South,"	Bachelor’s degree",Write tests to ensure that bad data is detected and acted upon in production,Write and test code,Ensure that the data architecture will scale appropriately,Put analytics into production,Maintain the distributed systems that execute data pipelines,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,,,ETL Developer,No,"We have not implemented DataOps into our processes, but have plans to",We are confident they won’t break,Rarely,10,10,Lack of feedback on the products delivered,Constantly playing catch up with stakeholder requests,Focusing too much on maintaining data pipelines and/or manual processes,,,Disagree somewhat,Sometimes,Rarely,Not very likely,"Yes, once",Not at all difficult,Somewhat effectively,Somewhat important,Lack of knowledge around what DataOps is,Organization isn’t sure how to implement this,We haven't budgeted or don't have the budget for this,Lack of buy-in from company leadership or other stakeholders,,Disagree somewhat,12,13,18,2000,$500 Million to under $1 Billion,Energy
Male,58,"	Work full-time ",Oregon,West,"	Graduate or post-graduate work",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Ensure that the data architecture will scale appropriately,Create data pipelines,"Develop, maintain, and optimize data systems to make data available for analysis",Write and test code,,,,Enterprise Analytics Lead,No,"We have not implemented DataOps into our processes, but have plans to",We are confident they won’t break,Rarely,15,15,I have never felt burnt out from my job,,,,,Agree somewhat,Rarely,Rarely,Not very likely,"Yes, once",Not at all difficult,Somewhat effectively,Not very important,Lack of knowledge around what DataOps is,Lack of the right skills among employees,Difficulty communicating or engaging with other departments within company,,,Agree somewhat,8,11,17,1400,$100 Million to under $250 Million,Hospitality / restaurant / service industry
Female,33,"	Work full-time ",North Dakota,Midwest,"	Associate degree",Write tests to ensure that bad data is detected and acted upon in production,Ensure that the data architecture will scale appropriately,Maintain the distributed systems that execute data pipelines,Write and test code,"Develop, maintain, and optimize data systems to make data available for analysis",,,,Solutions Architect,No,We have partially implemented DataOps into our company’s data processes,We are confident they won’t break,Often,40,55,Focusing too much time on finding and fixing errors,Constantly playing catch up with stakeholder requests,Lack of feedback on the products delivered,,,Disagree somewhat,Sometimes,Sometimes,Not very likely,"Yes, multiple times",Not very difficult,Very effectively,Very important,Too busy to make it a priority,Lack of the right skills among employees,Lack of buy-in from company leadership or other stakeholders,,,Disagree strongly,6,4,57,390,$10 Million to under $25 Million,Wholesale
Female,30,"	Work full-time ",Oregon,West,"	Bachelor’s degree",Maintain data in ready-to-use formats,Write tests to ensure that bad data is detected and acted upon in production,Write and test code,"Develop, maintain, and optimize data systems to make data available for analysis",,,,,Enterprise Architect,No,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Sometimes,20,30,Lack of feedback on the products delivered,Constantly playing catch up with stakeholder requests,Focusing too much time on finding and fixing errors,,,Disagree somewhat,Sometimes,Often,Not very likely,"Yes, multiple times",Not at all difficult,Not very effectively,Essential,,,,,,Disagree strongly,4,4,73,1200,$100 Million to under $250 Million,Real estate
Female,27,"	Work full-time ",Utah,West,"	Bachelor’s degree",Write and test code,Put analytics into production,Create data pipelines,Ensure that the data architecture will scale appropriately,Maintain data in ready-to-use formats,Write tests to ensure that bad data is detected and acted upon in production,,,Data Engineer,No,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Sometimes,30,25,Lack of feedback on the products delivered,Constantly playing catch up with stakeholder requests,Focusing too much on maintaining data pipelines and/or manual processes,,,Agree somewhat,Sometimes,Often,Somewhat likely,"Yes, multiple times",Not very difficult,Somewhat effectively,Essential,,,,,,Disagree somewhat,3,3,43,475,$25 Million to under $50 Million,Healthcare / medicine / pharmaceuticals
Female,29,"	Work full-time ",Washington,West,"	Bachelor’s degree",Maintain data in ready-to-use formats,Create data pipelines,Write and test code,"Develop, maintain, and optimize data systems to make data available for analysis",,,,,Solutions Architect,No,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,Often,30,20,Focusing too much on maintaining data pipelines and/or manual processes,Focusing too much time on finding and fixing errors,Constantly playing catch up with stakeholder requests,,,Agree somewhat,Often,Often,Very likely,"Yes, multiple times",Somewhat difficult,Very effectively,Essential,,,,,,Disagree strongly,6,4,39,550,$25 Million to under $50 Million,Non-profit
Female,28,"	Work full-time ",Oregon,West,"	Bachelor’s degree","Develop, maintain, and optimize data systems to make data available for analysis",Maintain data in ready-to-use formats,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write and test code,,,,,Enterprise Architect,No,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,35,25,Lack of feedback on the products delivered,Fast pace of requests from stakeholders,Unreasonable requests from stakeholders,,,Agree somewhat,Often,Often,Somewhat likely,"Yes, once",Not very difficult,Somewhat effectively,Essential,,,,,,Agree somewhat,3,2,46,650,$25 Million to under $50 Million,Retail
Male,59,"	Work full-time ",Tennessee,South,"	Bachelor’s degree",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write tests to ensure that bad data is detected and acted upon in production,Ensure that the data architecture will scale appropriately,Maintain data in ready-to-use formats,Maintain the distributed systems that execute data pipelines,,,,Data & Analytics Lead,No,"We have not implemented DataOps into our processes, but have plans to",We frequently hope and pray that things don’t break,Never,5,5,Focusing too much on maintaining data pipelines and/or manual processes,Fast pace of requests from stakeholders,,,,Disagree somewhat,Sometimes,Rarely,Not very likely,"No, never",Somewhat difficult,Very effectively,Very important,Lack of the right skills among employees,Scale of incorporating DataOps is too large,Organization isn’t sure how to implement this,,,Disagree somewhat,8,1,17,1500,$250 Million to under $500 Million,Energy
Female,24,"	Work full-time ",California,West,"	Bachelor’s degree",Put analytics into production,"Develop, maintain, and optimize data systems to make data available for analysis",Write tests to ensure that bad data is detected and acted upon in production,Write and test code,Maintain the distributed systems that execute data pipelines,,,,Data Engineer,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,40,25,Focusing too much time on finding and fixing errors,Lack of feedback on the products delivered,Unreasonable requests from stakeholders,,,Agree strongly,Often,All the time,Not very likely,"No, never",Not very difficult,Somewhat effectively,Very important,Organization isn’t sure how to implement this,Scale of incorporating DataOps is too large,Difficulty communicating or engaging with other departments within company,,,Disagree somewhat,1,1,30,740,$50 Million to under $100 Million,Information technology (IT) / software
Male,55,"	Work full-time ",Connecticut,Northeast,"	Graduate or post-graduate work",Write tests to ensure that bad data is detected and acted upon in production,Maintain the distributed systems that execute data pipelines,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Maintain data in ready-to-use formats,Put analytics into production,,,,Big Data Engineer,No,"We have not implemented DataOps into our processes, but have plans to",We are confident they won’t break,Rarely,10,10,I have never felt burnt out from my job,,,,,Disagree somewhat,Never,Sometimes,Not very likely,"Yes, once",Somewhat difficult,Very effectively,Not very important,Difficulty communicating or engaging with other departments within company,Lack of buy-in from company leadership or other stakeholders,Scale of incorporating DataOps is too large,,,Disagree somewhat,11,11,13,700,$100 Million to under $250 Million,Healthcare / medicine / pharmaceuticals
Male,27,"	Work full-time ",Arizona,West,"	Bachelor’s degree",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write tests to ensure that bad data is detected and acted upon in production,Write and test code,Ensure that the data architecture will scale appropriately,,,,,Solutions Architect,No,"We have not implemented DataOps into our processes, but have plans to",We are confident they won’t break,Often,20,25,Fast pace of requests from stakeholders,Unreasonable requests from stakeholders,Constantly playing catch up with stakeholder requests,,,Agree somewhat,Sometimes,Sometimes,Somewhat likely,"Yes, once",Somewhat difficult,Not very effectively,Very important,Lack of the right skills among employees,We haven't budgeted or don't have the budget for this,Too busy to make it a priority,,,Disagree somewhat,4,4,12,53,Less than $10 Million,Education
Female,26,"	Work full-time ",New Mexico,West,"	Bachelor’s degree","Develop, maintain, and optimize data systems to make data available for analysis",Maintain data in ready-to-use formats,Create data pipelines,Write and test code,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,,,,Solutions Architect,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,20,30,Focusing too much on maintaining data pipelines and/or manual processes,Focusing too much time on finding and fixing errors,Unreasonable requests from stakeholders,,,Disagree somewhat,Sometimes,Sometimes,Not very likely,"Yes, multiple times",Not at all difficult,Not very effectively,Essential,Organization isn’t sure how to implement this,Difficulty communicating or engaging with other departments within company,Too busy to make it a priority,,,Disagree somewhat,3,2,24,360,$25 Million to under $50 Million,Accounting
Male,27,"	Work full-time ",Nevada,West,"	Bachelor’s degree","Develop, maintain, and optimize data systems to make data available for analysis",Write and test code,Ensure that the data architecture will scale appropriately,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Create data pipelines,Maintain the distributed systems that execute data pipelines,,,Data Engineer,No,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Sometimes,25,35,Focusing too much time on finding and fixing errors,Fast pace of requests from stakeholders,Focusing too much on maintaining data pipelines and/or manual processes,,,Agree strongly,Sometimes,Rarely,Not very likely,"Yes, once",Not very difficult,Very effectively,Very important,,,,,,Disagree somewhat,2,2,15,44,Less than $10 Million,Communications
